superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label
1615,-74,-100,-79,-75,-63,-71,-53,-64,-69,-72,2
1616,-74,-100,-80,-75,-63,-71,-53,-100,-69,-71,2
1617,-74,-100,-80,-75,-63,-71,-54,-64,-68,-71,2
1618,-74,-100,-80,-76,-63,-71,-53,-63,-69,-72,2
1619,-74,-100,-80,-75,-63,-72,-55,-64,-69,-72,2
1620,-74,-100,-80,-75,-63,-71,-53,-64,-68,-71,2
1621,-74,-100,-80,-75,-63,-71,-54,-64,-68,-72,2
1622,-74,-100,-81,-75,-63,-71,-54,-63,-69,-72,2
1623,-74,-100,-80,-75,-62,-71,-54,-64,-69,-71,2
1624,-74,-100,-80,-75,-63,-71,-54,-63,-69,-71,2
1625,-74,-100,-79,-75,-63,-71,-55,-64,-69,-72,2
1626,-74,-100,-80,-75,-63,-70,-54,-63,-70,-72,2
1627,-74,-100,-79,-75,-63,-71,-55,-63,-69,-71,2
1628,-100,-100,-100,-100,-63,-100,-53,-63,-100,-71,2
1629,-74,-100,-80,-76,-63,-71,-53,-63,-69,-71,2
1630,-74,-100,-79,-75,-63,-72,-54,-63,-70,-72,2
1631,-74,-85,-80,-75,-63,-71,-53,-63,-69,-71,2
1632,-74,-86,-80,-76,-63,-71,-53,-63,-70,-71,2
1633,-74,-86,-80,-75,-63,-71,-54,-63,-69,-70,2
1634,-74,-100,-80,-75,-63,-71,-54,-63,-69,-71,2
1635,-74,-100,-80,-76,-63,-71,-53,-62,-69,-71,2
1644,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,2
